"DisplayCategory","ProductHeaderCode","ProductHeader","PHOrder","effective_date","price","sale_location_code","SaleLoc","RowError","RowState","Table","ItemArray","HasErrors","SideIndicator","SourceFile"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/12/2023 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/13/2023 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/14/2023 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/15/2023 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/16/2023 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/17/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/18/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/19/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/20/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/21/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/22/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/23/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/24/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/25/2023 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/26/2023 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/27/2023 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/28/2023 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/29/2023 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/30/2023 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","12/31/2023 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/01/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/02/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/03/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/04/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/05/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/06/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/07/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/08/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/09/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/10/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/11/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/12/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/13/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/14/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/15/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/16/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/17/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/18/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/19/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/20/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/21/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/22/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/23/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/24/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/25/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/26/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/27/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/28/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/29/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/30/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","01/31/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/01/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/02/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/03/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/04/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/05/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/06/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/07/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/08/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/09/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/10/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/11/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/12/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/13/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/14/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/15/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/16/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/17/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/18/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/19/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/20/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/21/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/22/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/23/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/24/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/25/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/26/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/27/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/28/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","02/29/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/01/2024 12:00:00 AM","906","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/02/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/03/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/04/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/05/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/06/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/07/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/08/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/09/2024 12:00:00 AM","1102","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/10/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/11/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/12/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/13/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/14/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/15/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/16/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
"SS: BC Private ADV/WEB-ASR","97547","BC Ski 3H Private AM -WEB","4001","03/17/2024 12:00:00 AM","1166","26010","D: Autopost Location","","Unchanged","","System.Object[]","False","<=","2024-02-17-PrivateRateIncrease.xlsx"
